VILLAGE_ID,縣市,鄉鎮,村里,當選,姓名,票數,政黨,得票數,COUNTY_ID,Villige_NAME
6300300-028,臺北市,大安區,龍生里,1,蔣乃辛,385,中國國民黨,1663,63,大安區龍生里
6300300-029,臺北市,大安區,住安里,1,蔣乃辛,432,中國國民黨,1309,63,大安區住安里
6300300-030,臺北市,大安區,義安里,1,蔣乃辛,306,中國國民黨,1424,63,大安區義安里
6300300-031,臺北市,大安區,通化里,1,蔣乃辛,365,中國國民黨,1426,63,大安區通化里
6300300-032,臺北市,大安區,通安里,1,蔣乃辛,331,中國國民黨,1409,63,大安區通安里
6300300-033,臺北市,大安區,臨江里,1,蔣乃辛,409,中國國民黨,1174,63,大安區臨江里
6300300-034,臺北市,大安區,法治里,1,蔣乃辛,429,中國國民黨,1263,63,大安區法治里
6300300-035,臺北市,大安區,全安里,1,蔣乃辛,365,中國國民黨,1139,63,大安區全安里
6300300-036,臺北市,大安區,群賢里,1,蔣乃辛,467,中國國民黨,1702,63,大安區群賢里
6300300-037,臺北市,大安區,群英里,1,蔣乃辛,551,中國國民黨,2434,63,大安區群英里
6300300-038,臺北市,大安區,虎嘯里,1,蔣乃辛,298,中國國民黨,971,63,大安區虎嘯里
6300300-039,臺北市,大安區,臥龍里,1,蔣乃辛,564,中國國民黨,564,63,大安區臥龍里
6300300-040,臺北市,大安區,龍淵里,1,蔣乃辛,401,中國國民黨,2309,63,大安區龍淵里
6300300-041,臺北市,大安區,龍門里,1,蔣乃辛,319,中國國民黨,983,63,大安區龍門里
6300300-043,臺北市,大安區,大學里,1,蔣乃辛,346,中國國民黨,1959,63,大安區大學里
6300300-044,臺北市,大安區,芳和里,1,蔣乃辛,347,中國國民黨,1551,63,大安區芳和里
6300300-046,臺北市,大安區,黎元里,1,蔣乃辛,325,中國國民黨,1372,63,大安區黎元里
6300300-047,臺北市,大安區,黎孝里,1,蔣乃辛,429,中國國民黨,2159,63,大安區黎孝里
6300300-048,臺北市,大安區,黎和里,1,蔣乃辛,489,中國國民黨,1362,63,大安區黎和里
6300300-049,臺北市,大安區,建安里,1,蔣乃辛,419,中國國民黨,1263,63,大安區建安里
6300300-050,臺北市,大安區,建倫里,1,蔣乃辛,383,中國國民黨,1507,63,大安區建倫里
6300300-051,臺北市,大安區,敦安里,1,蔣乃辛,309,中國國民黨,1368,63,大安區敦安里
6300300-052,臺北市,大安區,正聲里,1,蔣乃辛,419,中國國民黨,1203,63,大安區正聲里
6300300-053,臺北市,大安區,敦煌里,1,蔣乃辛,334,中國國民黨,1456,63,大安區敦煌里
6300300-054,臺北市,大安區,華聲里,1,蔣乃辛,407,中國國民黨,1060,63,大安區華聲里
6300300-055,臺北市,大安區,車層里,1,蔣乃辛,339,中國國民黨,1452,63,大安區車層里
6300300-056,臺北市,大安區,光信里,1,蔣乃辛,353,中國國民黨,1857,63,大安區光信里
6300300-057,臺北市,大安區,學府里,1,蔣乃辛,218,中國國民黨,851,63,大安區學府里
6300400-001,臺北市,中山區,正守里,1,蔣萬安,358,中國國民黨,778,63,中山區正守里
6300400-002,臺北市,中山區,正義里,1,蔣萬安,400,中國國民黨,1196,63,中山區正義里
6300400-003,臺北市,中山區,正得里,1,蔣萬安,440,中國國民黨,928,63,中山區正得里
6300400-004,臺北市,中山區,民安里,1,蔣萬安,302,中國國民黨,1013,63,中山區民安里
6300400-005,臺北市,中山區,康樂里,1,蔣萬安,362,中國國民黨,647,63,中山區康樂里
6300400-006,臺北市,中山區,中山里,1,蔣萬安,335,中國國民黨,1411,63,中山區中山里
6300400-007,臺北市,中山區,聚盛里,1,蔣萬安,351,中國國民黨,1014,63,中山區聚盛里
6300400-008,臺北市,中山區,集英里,1,蔣萬安,351,中國國民黨,1432,63,中山區集英里
6300400-009,臺北市,中山區,聚葉里,1,蔣萬安,434,中國國民黨,872,63,中山區聚葉里
6300400-010,臺北市,中山區,恆安里,1,蔣萬安,410,中國國民黨,1100,63,中山區恆安里
6300400-011,臺北市,中山區,晴光里,1,蔣萬安,476,中國國民黨,1254,63,中山區晴光里
6300400-012,臺北市,中山區,圓山里,1,蔣萬安,343,中國國民黨,964,63,中山區圓山里
6300400-013,臺北市,中山區,劍潭里,1,蔣萬安,763,中國國民黨,1600,63,中山區劍潭里
6300400-014,臺北市,中山區,大直里,1,蔣萬安,548,中國國民黨,2669,63,中山區大直里
6300400-015,臺北市,中山區,成功里,1,蔣萬安,396,中國國民黨,1547,63,中山區成功里
6300400-016,臺北市,中山區,永安里,1,蔣萬安,484,中國國民黨,2401,63,中山區永安里
6300400-017,臺北市,中山區,大佳里,1,蔣萬安,190,中國國民黨,190,63,中山區大佳里
6300400-018,臺北市,中山區,新喜里,1,蔣萬安,358,中國國民黨,1206,63,中山區新喜里
6300400-019,臺北市,中山區,新庄里,1,蔣萬安,431,中國國民黨,1153,63,中山區新庄里
6300400-020,臺北市,中山區,新福里,1,蔣萬安,380,中國國民黨,1032,63,中山區新福里
6300400-021,臺北市,中山區,松江里,1,蔣萬安,418,中國國民黨,1542,63,中山區松江里
6300400-022,臺北市,中山區,新生里,1,蔣萬安,356,中國國民黨,1110,63,中山區新生里
6300400-023,臺北市,中山區,中庄里,1,蔣萬安,385,中國國民黨,1163,63,中山區中庄里
6300400-024,臺北市,中山區,行政里,1,蔣萬安,486,中國國民黨,1486,63,中山區行政里
6300400-025,臺北市,中山區,行仁里,1,蔣萬安,386,中國國民黨,1836,63,中山區行仁里
6300400-026,臺北市,中山區,行孝里,1,蔣萬安,263,中國國民黨,887,63,中山區行孝里
6300400-027,臺北市,中山區,下埤里,1,蔣萬安,375,中國國民黨,1809,63,中山區下埤里
6300400-028,臺北市,中山區,江寧里,1,蔣萬安,374,中國國民黨,1764,63,中山區江寧里
6300400-029,臺北市,中山區,江山里,1,蔣萬安,438,中國國民黨,1739,63,中山區江山里
6300400-030,臺北市,中山區,中吉里,1,蔣萬安,432,中國國民黨,1164,63,中山區中吉里
6300400-031,臺北市,中山區,中原里,1,蔣萬安,366,中國國民黨,1164,63,中山區中原里
6300400-032,臺北市,中山區,興亞里,1,蔣萬安,469,中國國民黨,1286,63,中山區興亞里
6300400-033,臺北市,中山區,中央里,1,蔣萬安,417,中國國民黨,889,63,中山區中央里
6300400-034,臺北市,中山區,朱馥里,1,蔣萬安,499,中國國民黨,1492,63,中山區朱馥里
6300400-035,臺北市,中山區,龍洲里,1,蔣萬安,713,中國國民黨,2020,63,中山區龍洲里
6300400-036,臺北市,中山區,朱園里,1,蔣萬安,342,中國國民黨,978,63,中山區朱園里
6300400-037,臺北市,中山區,埤頭里,1,蔣萬安,488,中國國民黨,884,63,中山區埤頭里
6300400-038,臺北市,中山區,朱崙里,1,蔣萬安,338,中國國民黨,701,63,中山區朱崙里
6300400-039,臺北市,中山區,力行里,1,蔣萬安,354,中國國民黨,1370,63,中山區力行里
6300400-040,臺北市,中山區,復華里,1,蔣萬安,420,中國國民黨,1354,63,中山區復華里
6300400-041,臺北市,中山區,金泰里,1,蔣萬安,474,中國國民黨,1887,63,中山區金泰里
6300400-042,臺北市,中山區,北安里,1,蔣萬安,514,中國國民黨,873,63,中山區北安里
6300500-001,臺北市,中正區,水源里,1,賴士葆,398,中國國民黨,717,63,中正區水源里
6300500-002,臺北市,中正區,富水里,1,賴士葆,373,中國國民黨,776,63,中正區富水里
6300500-003,臺北市,中正區,文盛里,1,賴士葆,339,中國國民黨,700,63,中正區文盛里
6300500-004,臺北市,中正區,林興里,1,賴士葆,485,中國國民黨,1285,63,中正區林興里
6300500-005,臺北市,中正區,河堤里,1,賴士葆,434,中國國民黨,1358,63,中正區河堤里
6300500-006,臺北市,中正區,頂東里,1,賴士葆,498,中國國民黨,1708,63,中正區頂東里
6300500-007,臺北市,中正區,網溪里,1,賴士葆,425,中國國民黨,1647,63,中正區網溪里
6300500-008,臺北市,中正區,板溪里,1,賴士葆,424,中國國民黨,917,63,中正區板溪里
6300500-009,臺北市,中正區,螢圃里,1,賴士葆,325,中國國民黨,1566,63,中正區螢圃里
6300500-010,臺北市,中正區,螢雪里,1,賴士葆,378,中國國民黨,1250,63,中正區螢雪里
6300500-011,臺北市,中正區,永功里,1,林昶佐,413,時代力量,1782,63,中正區永功里
6300500-012,臺北市,中正區,永昌里,1,林昶佐,471,時代力量,1462,63,中正區永昌里
6300500-013,臺北市,中正區,龍興里,1,林昶佐,490,時代力量,1022,63,中正區龍興里
6300500-014,臺北市,中正區,忠勤里,1,林昶佐,389,時代力量,1665,63,中正區忠勤里
6300500-015,臺北市,中正區,廈安里,1,林昶佐,362,時代力量,1093,63,中正區廈安里
6300500-016,臺北市,中正區,愛國里,1,林昶佐,403,時代力量,852,63,中正區愛國里
6300500-017,臺北市,中正區,南門里,1,林昶佐,322,時代力量,608,63,中正區南門里
6300500-018,臺北市,中正區,龍光里,1,林昶佐,378,時代力量,806,63,中正區龍光里
6300500-019,臺北市,中正區,南福里,1,林昶佐,560,時代力量,2499,63,中正區南福里
6300500-020,臺北市,中正區,龍福里,1,林昶佐,525,時代力量,1518,63,中正區龍福里
6300500-021,臺北市,中正區,新營里,1,林昶佐,403,時代力量,1881,63,中正區新營里
6300500-022,臺北市,中正區,建國里,1,林昶佐,330,時代力量,330,63,中正區建國里
6300500-023,臺北市,中正區,光復里,1,林昶佐,274,時代力量,943,63,中正區光復里
6300500-024,臺北市,中正區,黎明里,1,林昶佐,310,時代力量,682,63,中正區黎明里
6300500-025,臺北市,中正區,梅花里,1,林昶佐,473,時代力量,881,63,中正區梅花里
6300500-026,臺北市,中正區,幸福里,1,林昶佐,408,時代力量,1163,63,中正區幸福里
6300500-027,臺北市,中正區,幸市里,1,林昶佐,502,時代力量,1302,63,中正區幸市里
6300500-028,臺北市,中正區,東門里,1,林昶佐,265,時代力量,893,63,中正區東門里
6300500-029,臺北市,中正區,文北里,1,林昶佐,548,時代力量,1439,63,中正區文北里
6300500-030,臺北市,中正區,文祥里,1,林昶佐,461,時代力量,1957,63,中正區文祥里
6300500-031,臺北市,中正區,三愛里,1,林昶佐,470,時代力量,2165,63,中正區三愛里
6300600-001,臺北市,大同區,玉泉里,1,姚文智,468,民主進步黨,981,63,大同區玉泉里
6300600-002,臺北市,大同區,建明里,1,姚文智,504,民主進步黨,1190,63,大同區建明里
6300600-003,臺北市,大同區,建功里,1,姚文智,462,民主進步黨,1557,63,大同區建功里
6300600-004,臺北市,大同區,建泰里,1,姚文智,457,民主進步黨,1341,63,大同區建泰里
6300600-005,臺北市,大同區,永樂里,1,姚文智,497,民主進步黨,1935,63,大同區永樂里
6300600-006,臺北市,大同區,朝陽里,1,姚文智,527,民主進步黨,1554,63,大同區朝陽里
6300600-007,臺北市,大同區,星明里,1,姚文智,481,民主進步黨,1915,63,大同區星明里
6300600-008,臺北市,大同區,光能里,1,姚文智,604,民主進步黨,1880,63,大同區光能里
6300600-009,臺北市,大同區,大有里,1,姚文智,609,民主進步黨,1847,63,大同區大有里
6300600-010,臺北市,大同區,延平里,1,姚文智,437,民主進步黨,1370,63,大同區延平里
6300600-011,臺北市,大同區,雙連里,1,姚文智,632,民主進步黨,3284,63,大同區雙連里
6300600-012,臺北市,大同區,南芳里,1,姚文智,386,民主進步黨,1323,63,大同區南芳里
6300600-013,臺北市,大同區,民權里,1,姚文智,563,民主進步黨,2116,63,大同區民權里
6300600-014,臺北市,大同區,景星里,1,姚文智,446,民主進步黨,986,63,大同區景星里
6300600-015,臺北市,大同區,隆和里,1,姚文智,557,民主進步黨,1121,63,大同區隆和里
6300600-016,臺北市,大同區,蓬萊里,1,姚文智,537,民主進步黨,1699,63,大同區蓬萊里
6300600-017,臺北市,大同區,國順里,1,姚文智,578,民主進步黨,1189,63,大同區國順里
6300600-018,臺北市,大同區,國慶里,1,姚文智,473,民主進步黨,1590,63,大同區國慶里
6300600-019,臺北市,大同區,揚雅里,1,姚文智,619,民主進步黨,1375,63,大同區揚雅里
6300600-020,臺北市,大同區,斯文里,1,姚文智,511,民主進步黨,1954,63,大同區斯文里
6300600-021,臺北市,大同區,鄰江里,1,姚文智,626,民主進步黨,2515,63,大同區鄰江里
6300600-022,臺北市,大同區,至聖里,1,姚文智,545,民主進步黨,2811,63,大同區至聖里
6300600-024,臺北市,大同區,老師里,1,姚文智,542,民主進步黨,2288,63,大同區老師里
6300600-025,臺北市,大同區,重慶里,1,姚文智,448,民主進步黨,2162,63,大同區重慶里
6300600-026,臺北市,大同區,保安里,1,姚文智,536,民主進步黨,1572,63,大同區保安里
6300700-001,臺北市,萬華區,福星里,1,林昶佐,520,時代力量,1378,63,萬華區福星里
6300700-002,臺北市,萬華區,萬壽里,1,林昶佐,446,時代力量,860,63,萬華區萬壽里
6300700-003,臺北市,萬華區,西門里,1,林昶佐,481,時代力量,968,63,萬華區西門里
6300700-004,臺北市,萬華區,新起里,1,林昶佐,510,時代力量,2013,63,萬華區新起里
6300700-005,臺北市,萬華區,菜園里,1,林昶佐,537,時代力量,2013,63,萬華區菜園里
6300700-006,臺北市,萬華區,青山里,1,林昶佐,408,時代力量,1859,63,萬華區青山里
6300700-007,臺北市,萬華區,富民里,1,林昶佐,549,時代力量,1782,63,萬華區富民里
6300700-008,臺北市,萬華區,福音里,1,林昶佐,616,時代力量,1193,63,萬華區福音里
6300700-009,臺北市,萬華區,仁德里,1,林昶佐,503,時代力量,1528,63,萬華區仁德里
6300700-010,臺北市,萬華區,富福里,1,林昶佐,550,時代力量,1690,63,萬華區富福里
6300700-011,臺北市,萬華區,頂碩里,1,林昶佐,511,時代力量,2694,63,萬華區頂碩里
6300700-012,臺北市,萬華區,雙園里,1,林昶佐,421,時代力量,1536,63,萬華區雙園里
6300700-013,臺北市,萬華區,新忠里,1,林昶佐,320,時代力量,489,63,萬華區新忠里
6300700-014,臺北市,萬華區,新和里,1,林昶佐,247,時代力量,1442,63,萬華區新和里
6300700-015,臺北市,萬華區,糖廍里,1,林昶佐,636,時代力量,1884,63,萬華區糖廍里
6300700-016,臺北市,萬華區,和平里,1,林昶佐,700,時代力量,2581,63,萬華區和平里
6300700-017,臺北市,萬華區,綠堤里,1,林昶佐,353,時代力量,1238,63,萬華區綠堤里
6300700-018,臺北市,萬華區,華江里,1,林昶佐,542,時代力量,2763,63,萬華區華江里
6300700-019,臺北市,萬華區,柳鄉里,1,林昶佐,635,時代力量,1872,63,萬華區柳鄉里
6300700-020,臺北市,萬華區,日善里,1,林昶佐,650,時代力量,1276,63,萬華區日善里
6300700-021,臺北市,萬華區,新安里,1,林昶佐,409,時代力量,1449,63,萬華區新安里
6300700-022,臺北市,萬華區,忠德里,1,林昶佐,435,時代力量,1501,63,萬華區忠德里
6300700-023,臺北市,萬華區,孝德里,1,林昶佐,665,時代力量,1249,63,萬華區孝德里
6300700-024,臺北市,萬華區,和德里,1,林昶佐,431,時代力量,2242,63,萬華區和德里
6300700-025,臺北市,萬華區,錦德里,1,林昶佐,589,時代力量,1859,63,萬華區錦德里
6300700-026,臺北市,萬華區,全德里,1,林昶佐,481,時代力量,1346,63,萬華區全德里
6300700-027,臺北市,萬華區,保德里,1,林昶佐,572,時代力量,1090,63,萬華區保德里
6300700-028,臺北市,萬華區,銘德里,1,林昶佐,513,時代力量,1580,63,萬華區銘德里
6300700-029,臺北市,萬華區,榮德里,1,林昶佐,590,時代力量,1208,63,萬華區榮德里
6300700-030,臺北市,萬華區,壽德里,1,林昶佐,595,時代力量,1658,63,萬華區壽德里
6300700-031,臺北市,萬華區,興德里,1,林昶佐,513,時代力量,1559,63,萬華區興德里
6300700-032,臺北市,萬華區,華中里,1,林昶佐,496,時代力量,2095,63,萬華區華中里
6300700-033,臺北市,萬華區,日祥里,1,林昶佐,256,時代力量,1248,63,萬華區日祥里
6300700-034,臺北市,萬華區,忠貞里,1,林昶佐,244,時代力量,938,63,萬華區忠貞里
6300700-035,臺北市,萬華區,凌霄里,1,林昶佐,233,時代力量,849,63,萬華區凌霄里
6300700-036,臺北市,萬華區,騰雲里,1,林昶佐,419,時代力量,777,63,萬華區騰雲里
6300800-001,臺北市,文山區,景行里,1,賴士葆,426,中國國民黨,1557,63,文山區景行里
6300800-002,臺北市,文山區,景東里,1,賴士葆,502,中國國民黨,1966,63,文山區景東里
6300800-003,臺北市,文山區,景美里,1,賴士葆,464,中國國民黨,1396,63,文山區景美里
6300800-004,臺北市,文山區,景慶里,1,賴士葆,433,中國國民黨,1701,63,文山區景慶里
6300800-005,臺北市,文山區,景仁里,1,賴士葆,443,中國國民黨,1274,63,文山區景仁里
6300800-006,臺北市,文山區,景華里,1,賴士葆,423,中國國民黨,1642,63,文山區景華里
6300800-007,臺北市,文山區,萬有里,1,賴士葆,535,中國國民黨,1496,63,文山區萬有里
6300800-008,臺北市,文山區,萬祥里,1,賴士葆,427,中國國民黨,1233,63,文山區萬祥里
6300800-009,臺北市,文山區,萬隆里,1,賴士葆,400,中國國民黨,2130,63,文山區萬隆里
6300800-010,臺北市,文山區,萬年里,1,賴士葆,404,中國國民黨,1470,63,文山區萬年里
6300800-011,臺北市,文山區,萬和里,1,賴士葆,547,中國國民黨,1227,63,文山區萬和里
6300800-012,臺北市,文山區,萬盛里,1,賴士葆,426,中國國民黨,1427,63,文山區萬盛里
6300800-013,臺北市,文山區,興豐里,1,賴士葆,461,中國國民黨,1480,63,文山區興豐里
6300800-014,臺北市,文山區,興光里,1,賴士葆,418,中國國民黨,980,63,文山區興光里
6300800-015,臺北市,文山區,興家里,1,賴士葆,513,中國國民黨,2274,63,文山區興家里
6300800-016,臺北市,文山區,興得里,1,賴士葆,367,中國國民黨,1784,63,文山區興得里
6300800-017,臺北市,文山區,興業里,1,賴士葆,469,中國國民黨,1740,63,文山區興業里
